Full Name,Date of Birth,Nationality,Gender,Marital Status,Occupation,Employer,Years with Employer,Residential Address,Phone Number,Email,Account Type,Account Number,Currency,Annual Salary (CHF),Monthly Rental Income (CHF),Total Assets (CHF),Total Deposits (CHF),Total Withdrawals (CHF),Active Loans,Banking Products Used,Source of Wealth,Investment Knowledge,Investment Objective,Risk Profile,Compliance Notes,PEP Status,Sanctions Check,AML Risk,Geographical Risk,bu_name,pc_segment,client portfolio,RM,Story of Wealth,Affluence
Robert Lopez,1988-07-17,DE,Female,Single,Theme park manager,Reid-Miller,1,"263 Michael Radial, Port Michaelville, MS 12429",319-650-1257,jessicayoung@example.com,Savings,TSHG78125943875396,CHF,91771.44,5582.8,249652.48,307643.56,62119.36,2,"['Savings Account', 'Investment Account']","Salary, Rental Income, Stock Investments","Client is highly knowledgeable about derivatives, structured products, and alternative investment vehicles. Experience includes cryptocurrency investments and international equities. Understands hedging and leverage strategies.",Capital Preservation,"Client assessed as low-to-medium risk. Domestic income and salary align with monthly transactions, but moderate exposure to alternative investments noted.",Full KYC verification completed. Risk assessment and AML checks cleared. Client demonstrates transparency in source of funds and investment objectives.,No,Cleared,Medium,Low,LU,RM serviced PB,"[{'Stock': 'EFA', 'Shares Owned': 401, 'Allocation (%)': 65.92}, {'Stock': 'SAP', 'Shares Owned': 498, 'Allocation (%)': 13.33}, {'Stock': 'ARKG', 'Shares Owned': 24, 'Allocation (%)': 3.05}, {'Stock': 'USO', 'Shares Owned': 462, 'Allocation (%)': 10.92}, {'Stock': 'CVX', 'Shares Owned': 70, 'Allocation (%)': 1.7}, {'Stock': 'AMZN', 'Shares Owned': 379, 'Allocation (%)': 1.08}, {'Stock': 'Siemens', 'Shares Owned': 90, 'Allocation (%)': 1.0}, {'Stock': 'QQQ', 'Shares Owned': 142, 'Allocation (%)': 1.0}, {'Stock': 'META', 'Shares Owned': 418, 'Allocation (%)': 1.0}, {'Stock': 'ARKK', 'Shares Owned': 11, 'Allocation (%)': 0.9999999999999991}]",Mary Greene, bet big on crypto and achieved financial independence.,Non-Affluent
Emily Perez,1974-06-23,LI,Female,Widowed,Television camera operator,Short Ltd,7,"832 Turner Mountains Apt. 186, Clarkchester, PR 71269",774.453.0965x6249,sarahudson@example.net,Savings and Investment,WDRV52806488986520,CHF,105546.88,918.0,829846.16,68794.24,215364.16,1,['Savings Account'],"Inheritance, Savings, Salary","Client has moderate knowledge of financial markets, primarily investing in mutual funds and fixed income securities. Familiar with basic risk-return tradeoffs and market volatility, but prefers conservative investment strategies.",Moderate Growth,Client assessed as low-risk. Transaction behavior is consistent with reported income. No history of suspicious activity. Domestic and regulated international income sources only.,Full KYC verification completed. Risk assessment and AML checks cleared. Client demonstrates transparency in source of funds and investment objectives.,No,Cleared,High,Low,BVI,Com. & Retail,"[{'Stock': 'AMZN', 'Shares Owned': 337, 'Allocation (%)': 81.17}, {'Stock': 'BASF', 'Shares Owned': 136, 'Allocation (%)': 2.56}, {'Stock': 'SLV', 'Shares Owned': 192, 'Allocation (%)': 1.04}, {'Stock': 'LVMH', 'Shares Owned': 263, 'Allocation (%)': 1.34}, {'Stock': 'USO', 'Shares Owned': 279, 'Allocation (%)': 8.15}, {'Stock': 'TIP', 'Shares Owned': 428, 'Allocation (%)': 1.65}, {'Stock': 'EEM', 'Shares Owned': 442, 'Allocation (%)': 1.09}, {'Stock': 'ARKF', 'Shares Owned': 248, 'Allocation (%)': 1.0}, {'Stock': 'Siemens', 'Shares Owned': 150, 'Allocation (%)': 1.0}, {'Stock': 'Allianz', 'Shares Owned': 355, 'Allocation (%)': 1.0}]",Cynthia Baker, ran a quant hedge fund and keeps growing steadily.,Affluent
Nathan Roberts,1971-03-17,DE,Male,Single,Exercise physiologist,Martin-Schmidt,6,"0158 Gene Spur Suite 083, Teresastad, ME 65534",001-265-608-7971,ericnelson@example.org,Savings and Investment,XOBO51074995360874,CHF,56652.16,2855.32,298831.44,234931.84,145737.6,1,"['Checking Account', 'Savings Account']","Inheritance, Savings, Salary","Client has extensive experience investing in equities, bonds, ETFs, and mutual funds. Demonstrates strong understanding of portfolio diversification and risk management techniques. Has previously invested in alternative assets such as real estate funds and structured products.",Aggressive Growth,"Client assessed as low-to-medium risk. Domestic income and salary align with monthly transactions, but moderate exposure to alternative investments noted.",Full KYC verification completed. Risk assessment and AML checks cleared. Client demonstrates transparency in source of funds and investment objectives.,Yes,Cleared,Medium,Low,BVI,Com. & Retail,"[{'Stock': 'GE', 'Shares Owned': 29, 'Allocation (%)': 23.0}, {'Stock': 'SAP', 'Shares Owned': 76, 'Allocation (%)': 40.88}, {'Stock': 'CAT', 'Shares Owned': 378, 'Allocation (%)': 9.54}, {'Stock': 'SOL', 'Shares Owned': 285, 'Allocation (%)': 16.87}, {'Stock': 'AMZN', 'Shares Owned': 192, 'Allocation (%)': 1.26}, {'Stock': 'EEM', 'Shares Owned': 146, 'Allocation (%)': 2.1}, {'Stock': 'NFLX', 'Shares Owned': 460, 'Allocation (%)': 1.85}, {'Stock': 'ADA', 'Shares Owned': 167, 'Allocation (%)': 1.54}, {'Stock': 'ADBE', 'Shares Owned': 369, 'Allocation (%)': 1.48}, {'Stock': 'XOM', 'Shares Owned': 65, 'Allocation (%)': 1.4799999999999982}]",Cynthia Baker, focused on real estate and lives quietly by the sea.,Affluent
Lisa Rogers,1970-02-28,CH,Female,Divorced,Contractor,"Bailey, Potts and Lyons",11,"912 Yoder Glen, Tonyborough, TN 11383",7338149104,mmendoza@example.org,Checking,EZIU76799988138554,CHF,117892.28,4855.2,355173.52,192017.04,229329.32,2,"['Checking Account', 'Savings Account']","Salary, Rental Income, Stock Investments","Client is highly knowledgeable about derivatives, structured products, and alternative investment vehicles. Experience includes cryptocurrency investments and international equities. Understands hedging and leverage strategies.",Moderate Growth,Client assessed as low-risk. Transaction behavior is consistent with reported income. No history of suspicious activity. Domestic and regulated international income sources only.,Verification of ID documents and employment completed. Tax residency confirmed. Client is not on any sanctions or PEP lists. AML monitoring recommended due to international investment exposure.,No,Cleared,Medium,High,LU,Com. & Retail,"[{'Stock': 'ETH', 'Shares Owned': 383, 'Allocation (%)': 40.65}, {'Stock': 'ARKG', 'Shares Owned': 401, 'Allocation (%)': 19.72}, {'Stock': 'BA', 'Shares Owned': 99, 'Allocation (%)': 13.18}, {'Stock': 'NFLX', 'Shares Owned': 489, 'Allocation (%)': 9.41}, {'Stock': 'LVMH', 'Shares Owned': 52, 'Allocation (%)': 8.79}, {'Stock': 'AAPL', 'Shares Owned': 223, 'Allocation (%)': 3.17}, {'Stock': 'BTC', 'Shares Owned': 174, 'Allocation (%)': 1.0}, {'Stock': 'INTC', 'Shares Owned': 451, 'Allocation (%)': 1.11}, {'Stock': 'AMZN', 'Shares Owned': 246, 'Allocation (%)': 1.94}, {'Stock': 'MSFT', 'Shares Owned': 65, 'Allocation (%)': 1.0300000000000034}]",Cynthia Baker, ran a quant hedge fund but lost it all in a crash.,UHNWI
Thomas Parker,1986-09-13,CH,Male,Divorced,"Chemist, analytical",Glass LLC,11,"USCGC Gomez, FPO AE 66097",001-433-958-0927x943,christinamartinez@example.org,Savings,ZPPY85983548342329,CHF,125228.8,1270.24,496341.52,305522.64,259767.48,2,"['Checking Account', 'Savings Account', 'Investment Account']","Business Income, Investments","Client is highly knowledgeable about derivatives, structured products, and alternative investment vehicles. Experience includes cryptocurrency investments and international equities. Understands hedging and leverage strategies.",Capital Preservation,Client assessed as medium-risk. Some international investments noted. Transactions slightly higher than expected for profile but consistent with disclosed sources of wealth.,Full KYC verification completed. Risk assessment and AML checks cleared. Client demonstrates transparency in source of funds and investment objectives.,Yes,Cleared,High,Low,LI,Com. & Retail,"[{'Stock': 'Roche', 'Shares Owned': 106, 'Allocation (%)': 26.02}, {'Stock': 'Siemens', 'Shares Owned': 117, 'Allocation (%)': 61.11}, {'Stock': 'BA', 'Shares Owned': 56, 'Allocation (%)': 5.09}, {'Stock': 'USO', 'Shares Owned': 289, 'Allocation (%)': 1.38}, {'Stock': 'MSFT', 'Shares Owned': 120, 'Allocation (%)': 1.37}, {'Stock': 'TSLA', 'Shares Owned': 236, 'Allocation (%)': 1.03}, {'Stock': 'TIP', 'Shares Owned': 378, 'Allocation (%)': 1.0}, {'Stock': 'Allianz', 'Shares Owned': 108, 'Allocation (%)': 1.0}, {'Stock': 'BASF', 'Shares Owned': 27, 'Allocation (%)': 1.0}, {'Stock': 'GE', 'Shares Owned': 484, 'Allocation (%)': 1.0000000000000044}]",Cynthia Baker, ran a quant hedge fund and lives quietly by the sea.,UHNWI
William Taylor,1967-08-29,CH,Female,Married,"Research officer, political party",Gilbert-Snyder,10,"5234 Vega Prairie, Spearstown, PW 43620",(991)492-9736x0962,michellesalazar@example.com,Savings and Investment,OKLZ80135162547543,CHF,110001.56,5060.56,289906.44,177276.68,91087.36,3,"['Checking Account', 'Savings Account']","Business Income, Investments","Client has moderate knowledge of financial markets, primarily investing in mutual funds and fixed income securities. Familiar with basic risk-return tradeoffs and market volatility, but prefers conservative investment strategies.",Capital Preservation,"Client assessed as low-to-medium risk. Domestic income and salary align with monthly transactions, but moderate exposure to alternative investments noted.",Full KYC verification completed. Risk assessment and AML checks cleared. Client demonstrates transparency in source of funds and investment objectives.,No,Cleared,Low,Low,BVI,RM serviced PB,"[{'Stock': 'ADA', 'Shares Owned': 173, 'Allocation (%)': 89.05}, {'Stock': 'INTC', 'Shares Owned': 437, 'Allocation (%)': 1.53}, {'Stock': 'AMZN', 'Shares Owned': 492, 'Allocation (%)': 2.18}, {'Stock': 'VTI', 'Shares Owned': 189, 'Allocation (%)': 1.08}, {'Stock': 'NFLX', 'Shares Owned': 274, 'Allocation (%)': 1.05}, {'Stock': 'Allianz', 'Shares Owned': 357, 'Allocation (%)': 1.02}, {'Stock': 'Volkswagen', 'Shares Owned': 229, 'Allocation (%)': 1.08}, {'Stock': 'AAPL', 'Shares Owned': 231, 'Allocation (%)': 1.0}, {'Stock': 'ARKF', 'Shares Owned': 480, 'Allocation (%)': 1.0}, {'Stock': 'GE', 'Shares Owned': 110, 'Allocation (%)': 1.0100000000000033}]",Arthur Elliott, invested early in tech stocks and retired early.,Non-Affluent
David Wong,1973-09-05,DE,Male,Divorced,Dentist,Ruiz Inc,25,"22361 Kaitlyn Well, Kellyborough, IA 27232",+1-789-410-5413x4233,robyn68@example.com,Checking,OMHP91621083170778,CHF,102327.08,4938.84,282044.96,119123.76,237112.6,0,"['Checking Account', 'Savings Account']","Business Income, Investments","Client has extensive experience investing in equities, bonds, ETFs, and mutual funds. Demonstrates strong understanding of portfolio diversification and risk management techniques. Has previously invested in alternative assets such as real estate funds and structured products.",Moderate Growth,Client assessed as high-risk due to high-value international transactions and exposure to high-volatility assets. Requires enhanced monitoring and periodic review.,"Documents partially verified. Further verification of employment and income recommended. PEP check cleared, but client flagged for high-value international transactions. Periodic compliance review required.",No,Cleared,High,High,LU,Com. & Retail,"[{'Stock': 'ADBE', 'Shares Owned': 209, 'Allocation (%)': 45.25}, {'Stock': 'META', 'Shares Owned': 398, 'Allocation (%)': 8.61}, {'Stock': 'ETH', 'Shares Owned': 138, 'Allocation (%)': 18.59}, {'Stock': 'CAT', 'Shares Owned': 19, 'Allocation (%)': 6.08}, {'Stock': 'ARKF', 'Shares Owned': 495, 'Allocation (%)': 1.8}, {'Stock': 'TSLA', 'Shares Owned': 374, 'Allocation (%)': 14.38}, {'Stock': 'ARKK', 'Shares Owned': 241, 'Allocation (%)': 1.13}, {'Stock': 'QQQ', 'Shares Owned': 292, 'Allocation (%)': 2.07}, {'Stock': 'AGG', 'Shares Owned': 403, 'Allocation (%)': 1.05}, {'Stock': 'USO', 'Shares Owned': 127, 'Allocation (%)': 1.0399999999999976}]",Arthur Elliott, bet big on crypto and lives quietly by the sea.,UHNWI
Cindy Alvarado,1961-03-08,LI,Female,Divorced,Radiation protection practitioner,Moore PLC,15,"USCGC Garcia, FPO AA 45764",001-628-943-9556x8954,ewells@example.org,Checking,JXJX76566988077527,CHF,60574.4,3361.92,949280.0,248146.96,231859.6,3,"['Savings Account', 'Investment Account']","Business Income, Investments","Client is highly knowledgeable about derivatives, structured products, and alternative investment vehicles. Experience includes cryptocurrency investments and international equities. Understands hedging and leverage strategies.",Aggressive Growth,Client assessed as high-risk due to high-value international transactions and exposure to high-volatility assets. Requires enhanced monitoring and periodic review.,Full KYC verification completed. Risk assessment and AML checks cleared. Client demonstrates transparency in source of funds and investment objectives.,Yes,Cleared,Medium,Medium,LI,RM serviced PB,"[{'Stock': 'BA', 'Shares Owned': 469, 'Allocation (%)': 40.87}, {'Stock': 'AMZN', 'Shares Owned': 380, 'Allocation (%)': 6.65}, {'Stock': 'ARKF', 'Shares Owned': 286, 'Allocation (%)': 34.01}, {'Stock': 'SLV', 'Shares Owned': 214, 'Allocation (%)': 8.69}, {'Stock': 'Allianz', 'Shares Owned': 497, 'Allocation (%)': 4.61}, {'Stock': 'ARKQ', 'Shares Owned': 253, 'Allocation (%)': 1.1}, {'Stock': 'NVDA', 'Shares Owned': 43, 'Allocation (%)': 1.05}, {'Stock': 'ADBE', 'Shares Owned': 298, 'Allocation (%)': 1.02}, {'Stock': 'AAPL', 'Shares Owned': 150, 'Allocation (%)': 1.0}, {'Stock': 'MSFT', 'Shares Owned': 193, 'Allocation (%)': 1.0000000000000058}]",Mary Greene, built a fintech startup and achieved financial independence.,UHNWI
Eric Martinez,1998-05-10,DE,Male,Married,Ship broker,"White, Barker and Cummings",10,"PSC 5101, Box 1277, APO AA 11487",+1-774-839-8337,greenheather@example.com,Savings,RUFL89007176328688,CHF,85863.6,4437.68,773660.48,225126.92,77441.8,3,"['Checking Account', 'Savings Account']","Inheritance, Savings, Salary",Client possesses practical experience in stock markets and ETFs. Has some knowledge of portfolio rebalancing and tax-efficient investment strategies.,Aggressive Growth,Client assessed as low-risk. Transaction behavior is consistent with reported income. No history of suspicious activity. Domestic and regulated international income sources only.,All identification documents verified. Employment and income confirmed via supporting documents. PEP check cleared. Sanctions screening completed. AML risk is low. No discrepancies found during due diligence.,No,Cleared,Low,High,LI,Com. & Retail,"[{'Stock': 'ARKQ', 'Shares Owned': 77, 'Allocation (%)': 78.13}, {'Stock': 'VTI', 'Shares Owned': 217, 'Allocation (%)': 10.59}, {'Stock': 'ADBE', 'Shares Owned': 430, 'Allocation (%)': 3.46}, {'Stock': 'INTC', 'Shares Owned': 145, 'Allocation (%)': 1.36}, {'Stock': 'XOM', 'Shares Owned': 199, 'Allocation (%)': 1.31}, {'Stock': 'SAP', 'Shares Owned': 20, 'Allocation (%)': 1.11}, {'Stock': 'LVMH', 'Shares Owned': 427, 'Allocation (%)': 1.02}, {'Stock': 'GE', 'Shares Owned': 175, 'Allocation (%)': 1.01}, {'Stock': 'EFA', 'Shares Owned': 200, 'Allocation (%)': 1.0}, {'Stock': 'ADA', 'Shares Owned': 99, 'Allocation (%)': 1.0100000000000033}]",Mary Greene, bet big on crypto and retired early.,Affluent
Raymond Stone,1987-07-15,LI,Female,Widowed,"Scientist, marine",Gill-Garner,28,"276 Yoder Motorway Suite 799, Doylechester, GU 00513",9157053472,melissa85@example.org,Checking,UMGL43633102479433,CHF,87849.88,4541.04,814457.08,265217.0,52933.24,1,"['Checking Account', 'Savings Account', 'Investment Account']","Inheritance, Savings, Salary","Client has extensive experience investing in equities, bonds, ETFs, and mutual funds. Demonstrates strong understanding of portfolio diversification and risk management techniques. Has previously invested in alternative assets such as real estate funds and structured products.",Capital Preservation,Client assessed as medium-risk. Some international investments noted. Transactions slightly higher than expected for profile but consistent with disclosed sources of wealth.,All identification documents verified. Employment and income confirmed via supporting documents. PEP check cleared. Sanctions screening completed. AML risk is low. No discrepancies found during due diligence.,Yes,Cleared,Medium,High,LI,Com. & Retail,"[{'Stock': 'Roche', 'Shares Owned': 132, 'Allocation (%)': 27.55}, {'Stock': 'GE', 'Shares Owned': 273, 'Allocation (%)': 28.23}, {'Stock': 'ARKF', 'Shares Owned': 228, 'Allocation (%)': 2.94}, {'Stock': 'AMZN', 'Shares Owned': 70, 'Allocation (%)': 7.98}, {'Stock': 'NVDA', 'Shares Owned': 392, 'Allocation (%)': 7.9}, {'Stock': 'META', 'Shares Owned': 105, 'Allocation (%)': 17.83}, {'Stock': 'ADA', 'Shares Owned': 440, 'Allocation (%)': 2.69}, {'Stock': 'Novartis', 'Shares Owned': 452, 'Allocation (%)': 1.07}, {'Stock': 'BND', 'Shares Owned': 393, 'Allocation (%)': 1.74}, {'Stock': 'BASF', 'Shares Owned': 423, 'Allocation (%)': 2.0700000000000003}]",Cynthia Baker, ran a quant hedge fund and lives quietly by the sea.,UHNWI
Brian Pearson DDS,1966-01-23,DE,Male,Widowed,Product designer,Burke Group,3,"4311 Mendez Groves, Russellburgh, AZ 56240",482.875.6343,dominiqueayers@example.org,Savings and Investment,ZFJV98082000333521,CHF,105311.6,335.24,513963.72,173805.28,213503.68,2,"['Checking Account', 'Savings Account', 'Investment Account']","Salary, Rental Income, Stock Investments",Client possesses practical experience in stock markets and ETFs. Has some knowledge of portfolio rebalancing and tax-efficient investment strategies.,Income Generation,"Client assessed as low-to-medium risk. Domestic income and salary align with monthly transactions, but moderate exposure to alternative investments noted.",Verification of ID documents and employment completed. Tax residency confirmed. Client is not on any sanctions or PEP lists. AML monitoring recommended due to international investment exposure.,Yes,Cleared,Low,Low,BVI,RM serviced PB,"[{'Stock': 'ADBE', 'Shares Owned': 280, 'Allocation (%)': 26.83}, {'Stock': 'ADA', 'Shares Owned': 500, 'Allocation (%)': 22.72}, {'Stock': 'INTC', 'Shares Owned': 12, 'Allocation (%)': 27.46}, {'Stock': 'META', 'Shares Owned': 367, 'Allocation (%)': 8.25}, {'Stock': 'NFLX', 'Shares Owned': 319, 'Allocation (%)': 7.68}, {'Stock': 'BND', 'Shares Owned': 58, 'Allocation (%)': 2.54}, {'Stock': 'ARKF', 'Shares Owned': 11, 'Allocation (%)': 1.25}, {'Stock': 'SAP', 'Shares Owned': 300, 'Allocation (%)': 1.2}, {'Stock': 'NEE', 'Shares Owned': 455, 'Allocation (%)': 1.01}, {'Stock': 'EFA', 'Shares Owned': 19, 'Allocation (%)': 1.060000000000002}]",Cynthia Baker, launched a coffee chain and keeps growing steadily.,Affluent
